
mistake,fix,mistake freq,fix freq,type,Efreq
[omission],",",0,0,Omission,0
[omission],",",0,0,Omission,0
[omission],",",0,0,Omission,0
.,",",0,0,Substitution,0
courser,coarser,0,0,Substitution,0
for,a,351650.0,1041179.0,Standard,0
indentifying,identifying,0,96.0,Insertion,0
notifiying,notifying,0,23.0,Insertion,0
Programing,Programming,2.0,160.0,Deletion,0
contribtuon,contribution,0,223.0,Standard,0
happens,*,6996.0,0,Standard,0
I,we,2038529.0,459607.0,Standard,0
I,we,2038529.0,459607.0,Standard,0
it,its,963712.0,8757.0,Deletion,0
[omission],),0,0,Omission,0
*,statement,0,1491.0,Standard,0
Since,parameter,16064.0,13.0,Standard,0
maintaners,maintainers,0,0,Deletion,0
maintaners,maintainers,0,0,Deletion,0
maintaners,maintainers,0,0,Deletion,0
maintaners,maintainers,0,0,Deletion,0
maintaners,maintainers,0,0,Deletion,0
maintaners,maintainers,0,0,Deletion,0
maintaners,maintainers,0,0,Deletion,0
maintaners,maintainers,0,0,Deletion,0
maintaners,maintainers,0,0,Deletion,0
C4100,and,0,682780.0,Standard,0
overriden,overridden,0,13.0,Deletion,0
overriden,overridden,0,13.0,Deletion,0
occurence,ioccurrence,0,0,Standard,0
occurence,occurrence,0,60.0,Deletion,0
hexidecimal,hexadecimal,0,0,Substitution,0
hexidecimal,hexadecimal,0,0,Substitution,0
preferrable,preferable,0,47.0,Insertion,0
informtion,information,0,4557.0,Deletion,0
varaibles,variables,0,52.0,Exchange,0
[omission],a,0,1041179.0,Omission,0
environmont,environment,0,652.0,Substitution,0
containers,contains,77.0,260.0,Standard,0
Bulding,Building,0,5078.0,Deletion,0
EDITOR_MINOR_VERSION,ENGINE_MINOR_VERSION,0,0,Standard,0
APAwn,APawn,0,0,Caps Error,0
APAwn,APawn,0,0,Caps Error,0
py_unreal_engine_find_object,py_unreal_engine_load_object,0,0,Standard,0
err.printOut,err.printout,0,0,Caps Error,0
yoor,your,0,328715.0,Substitution,0
#,-,0,0,Substitution,0
#,-,0,0,Substitution,0
#,Here,0,230788.0,Standard,0
Github,GitHub,0,0,Caps Error,0
I,A,2038529.0,1041179.0,Substitution,0
user.,users.,0,0,Deletion,0
develoers,developers,0,25.0,Deletion,0
Accessiblity,Accessibility,0,2.0,Deletion,0
",",it,0,963712.0,Standard,0
one,vectors,156684.0,34.0,Standard,0
LTSM,LSTM,0,0,Exchange,0
LTSMs,LSTMs,0,0,Exchange,0
True,False,12921.0,0,Standard,0
fist,first,375.0,42869.0,Deletion,0
evry,every,0,28007.0,Deletion,0
fist,first,375.0,42869.0,Deletion,0
laste,last,0,36878.0,Insertion,0
secind,second,0,14513.0,Substitution,0
Rect.useEffect,React.useEffect,0,0,Deletion,0
Rect.useEffect,React.useEffect,0,0,Deletion,0
a,are,1041179.0,265672.0,Standard,0
becuase,because,0,54622.0,Exchange,0
colums,columns,0,141.0,Deletion,0
colums,columns,0,141.0,Deletion,0
colums,columns,0,141.0,Deletion,0
arrage,arrange,0,791.0,Deletion,0
arrage,arrange,0,791.0,Deletion,0
columnns,columns,0,141.0,Insertion,0
knowing,known,2307.0,6300.0,Standard,0
Proc,Proc.,0,0,Deletion,0
Mix,Min,834.0,219.0,Substitution,0
reciever,receiver,0,151.0,Exchange,0
reciever,receiver,0,151.0,Exchange,0
./contributing.md,./CONTRIBUTING.md,0,0,Caps Error,0
typed-graphlify,typed-graphqlify,0,0,Deletion,0
typed-graphlify,typed-graphqlify,0,0,Deletion,0
API,Client,0,2715.0,Standard,0
user,input,79.0,152.0,Standard,0
getUser,getUserQuery,0,0,MORPH,0
#,Example,0,1527.0,Standard,0
",",),0,0,Substitution,0
use,usage,17536.0,26.0,Standard,0
[omission],'',0,0,Omission,0
resole_uri,resolve_uri,0,0,Deletion,0
https,www.actionherojs.com/plugins,0,0,Standard,0
Midleware,Middleware,0,0,Deletion,0
task.midleware,task.middleware,0,0,Deletion,0
forgeting,forgetting,0,627.0,Deletion,0
Docker,Docker-based,2.0,0,MORPH,0
WPEngine,Engine,0,1626.0,MORPH,0
heirarchy,hierarchy,0,32.0,Exchange,0
writting,writing,0,2852.0,Insertion,0
it,is,963712.0,459663.0,Substitution,0
[omission],n't,0,0,Omission,0
avialable,available,0,1323.0,Exchange,0
?,;,0,0,Substitution,0
availble,available,0,1323.0,Deletion,0
seperate,separate,0,1107.0,Substitution,0
ActiveAdmin.page,ActiveAdmin.register_page,0,0,Standard,0
rources,resources,0,470.0,Standard,0
explicitlly,explicitly,0,18.0,Insertion,0
hopfully,hopefully,0,597.0,Deletion,0
createa,create,0,1289.0,Insertion,0
reqex,regex,0,0,Substitution,0
reqex,regex,0,0,Substitution,0
docrated,decorated,0,144.0,Standard,0
Spannig,Spanning,0,10.0,Deletion,0
Resource,Resources,83.0,470.0,Deletion,0
relase,release,0,1851.0,Deletion,0
be,decorated,293085.0,144.0,Standard,0
incorrent,incorrect,0,113.0,Substitution,0
callbac,callback,0,44.0,Deletion,0
callbac,callback,0,44.0,Deletion,0
TestProcCreatNewAccount,TestProcCreateNewAccount,0,0,Deletion,0
TestProcCreatNewAccount,TestProcCreateNewAccount,0,0,Deletion,0
",",and,0,682780.0,Standard,0
scopr,scope,0,286.0,Substitution,0
in,below,498444.0,1430.0,Standard,0
continous,continuous,0,98.0,Deletion,0
whth,with,0,257465.0,Substitution,0
column,chart,559.0,483.0,Standard,0
chart,shape,483.0,1542.0,Standard,0
funtion,function,0,565.0,Deletion,0
RIKKA,Rikka,0,0,Caps Error,0
fmt.Println,util.Error,0,0,Standard,0
Copyed,Copied,0,128.0,Substitution,0
Stroyboard,Storyboard,0,11.0,Exchange,0
Currnet,Current,0,869.0,Exchange,0
[omission],`,0,0,Omission,0
session-only,sessions-only,0,0,Deletion,0
[omission],'s,0,0,Omission,0
filed,field,449.0,3580.0,Exchange,0
gqlgen,write,0,6467.0,Standard,0
[omission],files,0,1358.0,Omission,0
ttps,https,0,0,Deletion,0
contibute,contribute,0,194.0,Deletion,0
contibute,contribute,0,194.0,Deletion,0
coderwall,Coderwall,0,0,Caps Error,0
Suggestion,Event,622.0,1345.0,Standard,0
coderwall,Coderwall,0,0,Caps Error,0
[omission],you,0,2134713.0,Omission,0
recieve,receive,0,992.0,Exchange,0
big,bug,34824.0,1068.0,Substitution,0
big,bug,34824.0,1068.0,Substitution,0
desciption,description,0,645.0,Deletion,0
#,Modernizr,0,0,Standard,0
feature,features,298.0,244.0,Deletion,0
structual,structural,0,93.0,Deletion,0
Object-Orieted,Object-Oriented,0,0,Deletion,0
prefix_get_posts_form_other_blog,prefix_get_posts_from_other_blog,0,0,Exchange,0
[omission],or,0,86970.0,Omission,0
equal,an,682.0,95071.0,Standard,0
used,a,17551.0,1041179.0,Standard,0
I,you,2038529.0,2134713.0,Standard,0
variable,variables,39.0,52.0,Deletion,0
link,lint,609.0,68.0,Substitution,0
link,lint,609.0,68.0,Substitution,0
r,rows,3579.0,92.0,Compound,0
r,rows,3579.0,92.0,Compound,0
c,var,4675.0,7.0,Standard,0
r,row,3579.0,1343.0,Compound,0
r,rows,3579.0,92.0,Compound,0
[omission],&,0,0,Omission,0
int,value,2.0,1097.0,Standard,0
[omission],the,0,1501908.0,Omission,0
=,xAxis,0,0,Standard,0
=,xAxis,0,0,Standard,0
normalises,normalizes,0,0,Substitution,0
golang,Golang,0,0,Caps Error,0
desigend,designed,0,894.0,Exchange,0
becasue,because,0,54622.0,Exchange,0
Cargo.tmol,Cargo.toml,0,0,Exchange,0
Cargo.tmol,Cargo.toml,0,0,Exchange,0
Cargo.tmol,Cargo.toml,0,0,Exchange,0
libray,library,0,1170.0,Deletion,0
craeting,creating,0,396.0,Exchange,0
.x_label_arae_size,.x_label_area_size,0,0,Exchange,0
*,We,0,459607.0,Standard,0
colum,column,0,559.0,Deletion,0
colum,column,0,559.0,Deletion,0
generats,generates,0,26.0,Deletion,0
resouce,resource,0,83.0,Deletion,0
to,too,1156570.0,69950.0,Deletion,0
rendererd,rendered,0,125.0,Insertion,0
recomend,recommend,0,714.0,Deletion,0
Renderes,Renderers,0,0,Deletion,0
ActiveAdmnin,ActiveAdmin,0,0,Insertion,0
bransch,branch,0,514.0,Insertion,0
Font,Loading.io,48.0,0,Standard,0
Bootsrap,Bootstrap,0,3.0,Deletion,0
payment,payment_method,538.0,0,MORPH,0
repo,document,0,515.0,Standard,0
hav,have,7.0,314232.0,Deletion,0
[omission],api,0,0,Omission,0
o,of,9598.0,590439.0,Deletion,0
imple,simple,0,4555.0,Deletion,0
),",",0,0,Substitution,0
Windows,WDK,1190.0,0,Standard,0
[omission],which,0,24339.0,Omission,0
we,We,459607.0,459607.0,Caps Error,0
currently,Currently,351.0,351.0,Caps Error,0
[omission],`,0,0,Omission,0
?,),0,0,Substitution,0
sink_t,~sink_t,0,0,0,0,Deletion,0
decude,deduce,0,29.0,Exchange,0
occured,occurred,0,737.0,Deletion,0
core-sepcification,core-specification,0,0,Exchange,0
coes,not,0,276673.0,Standard,0
stragtegy,strategy,0,482.0,Insertion,0
and,the,682780.0,1501908.0,Standard,0
be,able,293085.0,8155.0,Standard,0
ID,identifier,169.0,6.0,Standard,0
exclusiveminimum,exclusiveMinimum,0,0,Caps Error,0
[omission],:,0,0,Omission,0
*,:,0,0,Substitution,0
[omission],:,0,0,Omission,0
introspectionUrl,introspection_url,0,0,Standard,0
clientId,client_id,0,0,Standard,0
clientSecret,client_secret,0,0,Standard,0
Relases,Releases,0,89.0,Deletion,0
upercase,uppercase,0,0,Deletion,0
cosnt,const,0,0,Exchange,0
xstreamCondfig,xstreamConfig,0,0,Insertion,0
withStateHandlers,withstatehandlers,0,0,Caps Error,0
withProps,withHandlers,0,0,Standard,0
initalizeStateValue,initializeStateValue,0,0,Deletion,0
$,props,0,152.0,Standard,0
$,rxjsProps,0,0,Standard,0
an,a,95071.0,1041179.0,Insertion,0
",",:,0,0,Substitution,0
",",:,0,0,Substitution,0
'count,'counter,0,0,MORPH,0
[omission],return,0,4676.0,Omission,0
counter,count,709.0,4588.0,Compound,0
er,har,1932.0,0,Standard,0
",",with,0,257465.0,Standard,0
error_github_not_conectet,error_github_not_connected,0,0,Standard,0
prosjelt,prosjekt,0,0,Substitution,0
[omission],mismo,0,0,Omission,0
[omission],no,0,304549.0,Omission,0
esta,este,0,0,Substitution,0
jutamos,juntamos,0,0,Deletion,0
enmerator,enumerator,0,0,Deletion,0
aleady,already,0,16246.0,Deletion,0
proejcts,projects,0,285.0,Exchange,0
you,based,2134713.0,1357.0,Standard,0
assert_failure,assert_success,0,0,Standard,0
assert_failure,assert_success,0,0,Standard,0
Shopfiy,Shopify,0,0,Exchange,0
deos,does,0,34002.0,Exchange,0
Secerity,Security,0,4810.0,Substitution,0
Pargar.me,Pagar.me,0,0,Insertion,0
decrupted,decrypted,0,13.0,Substitution,0
suscipition,suspicion,0,373.0,Standard,0
ident,indent,15.0,6.0,Deletion,0
is,if,459663.0,180610.0,Substitution,0
gidits,digits,0,98.0,Exchange,0
digis,digits,0,98.0,Deletion,0
occured,occurred,0,737.0,Deletion,0
recieving,receiving,0,392.0,Exchange,0
self.inputs.frame,self.inputs.frames,0,0,Deletion,0
n,self.build,2810.0,0,Standard,0
reason,),9858.0,0,Standard,0
on,one,354742.0,156684.0,Deletion,0
plufin,plugin,0,0,Substitution,0
P10,LED,0,1225.0,Standard,0
P10,LED,0,1225.0,Standard,0
header,display.begin,25.0,0,Standard,0
[omission],),0,0,Omission,0
getIntialState,getInitialState,0,0,Deletion,0
mapProps,observeProps,0,0,Standard,0
operations,operations—like,600.0,0,MORPH,0
—,—which,0,0,0,0,MORPH,0
[omission],text,0,267.0,Omission,0
primitave,primitive,0,263.0,Substitution,0
it,its,963712.0,8757.0,Deletion,0
names,name,2746.0,32735.0,Insertion,0
names,name,2746.0,32735.0,Insertion,0
Primitave,Primitive,0,263.0,Substitution,0
primitave,primitive,0,263.0,Substitution,0
it,its,963712.0,8757.0,Deletion,0
names,name,2746.0,32735.0,Insertion,0
names,name,2746.0,32735.0,Insertion,0
Primitave,Primitive,0,263.0,Substitution,0
setLowPriceThreshold,updateLowPriceThreshold,0,0,Standard,0
checkChairman,countDownCheckChairman,0,0,Standard,0
arenaIntervalSasonNumber,arenaIntervalSeasonNumber,0,0,Deletion,0
use,personally,17536.0,1870.0,Standard,0
null,``,27.0,0,Standard,0
and,or,682780.0,86970.0,Standard,0
hdaSevice,hdaService,0,0,Deletion,0
workink,working,0,12775.0,Substitution,0
yo,you,4177.0,2134713.0,Deletion,0
adtodetect,autodetect,0,0,Substitution,0
param,return,0,4676.0,Standard,0
'ca_referece,'ca_reference,0,0,Deletion,0
'ca_referece,'ca_reference,0,0,Deletion,0
detals,details,0,1481.0,Deletion,0
EPaymentPlanHelperTest,EPaymentPlansHelperTest,0,0,Deletion,0
gateways,integrations,9.0,0,Standard,0
interval,length,45.0,358.0,Standard,0
interval,length,45.0,358.0,Standard,0
to,make,1156570.0,70775.0,Standard,0
_bank,_blank,0,0,Deletion,0
DB=sqlite3,DB=sqlite,0,0,Insertion,0
DB=sqlite3,DB=sqlite,0,0,Insertion,0
of,to,590439.0,1156570.0,Standard,0
obects,objects,0,444.0,Deletion,0
obects,objects,0,444.0,Deletion,0
todo,selection,0,232.0,Standard,0
todo,selection,0,232.0,Standard,0
startin,starting,0,3558.0,Deletion,0
[omission],a,0,1041179.0,Omission,0
[omission],a,0,1041179.0,Omission,0
ttps,https,0,0,Deletion,0
a,strictly,1041179.0,548.0,Standard,0
seperately,separately,0,109.0,Substitution,0
siz,six,0,10176.0,Substitution,0
javascript,JavaScript,0,0,Caps Error,0
``,`,0,0,Insertion,0
internet,Internet,334.0,334.0,Caps Error,0
Eg,E.g,0,0,Deletion,0
Eg,E.g,0,0,Deletion,0
Eg,E.g,0,0,Deletion,0
sounds,seem,7970.0,7131.0,Standard,0
colourblindness,blindness,0,67.0,MORPH,0
colourblindness,blindness,0,67.0,MORPH,0
oposite,opposite,0,775.0,Deletion,0
.my-compnent,.my-component,0,0,Deletion,0
artilce,article,0,998.0,Exchange,0
Paterns,Patterns,0,253.0,Deletion,0
tennets,tenets,0,12.0,Insertion,0
accessibilty,accessibility,0,2.0,Deletion,0
accessiblity,accessibility,0,2.0,Deletion,0
resources,resource,470.0,83.0,Insertion,0
[omission],it,0,963712.0,Omission,0
has,have,57830.0,314232.0,Standard,0
Arra,Array,0,108.0,Deletion,0
ObjecT,Object,1314.0,1314.0,Caps Error,0
Reurn,Return,0,4676.0,Deletion,0
[omission],via,0,180.0,Omission,0
proticol,protocol,0,382.0,Substitution,0
'AcionHeroCluster,'ActionHeroCluster,0,0,Deletion,0
of,the,590439.0,1501908.0,Standard,0
componants,components,0,84.0,Substitution,0
/docsdocs,/docs,0,0,MORPH,0
exports.procution,exports.production,0,0,Standard,0
[omission],hashes,0,0,Omission,0
[omission],hashes,0,0,Omission,0
http,https,0,0,Deletion,0
http,https,0,0,Deletion,0
//online.citibank.com/US/Welcome.c,//online.citi.com/,0,0,Standard,0
http,https,0,0,Deletion,0
http,https,0,0,Deletion,0
http,https,0,0,Deletion,0
//www.postbank.com/,//www.postbank.de/,0,0,Standard,0
http,https,0,0,Deletion,0
http,https,0,0,Deletion,0
0,false,0,0,Standard,0
Notu,No,0,304549.0,MORPH,0
coresponding,corresponding,0,29.0,Deletion,0
preffered,preferred,0,210.0,Standard,0
test,Test,4288.0,4288.0,Caps Error,0
[omission],`,0,0,Omission,0
stop,Stop,36071.0,36071.0,Caps Error,0
suers,user,0,79.0,Standard,0
embededded,embedded,0,88.0,Standard,0
undhandledCommand,unhandledCommand,0,0,Insertion,0
'distribuion,'distribution,0,0,Deletion,0
gorup.,group.,0,0,Exchange,0
Enviroment,Environment,0,652.0,Deletion,0
isClickInisdeEditor,isClickInsideEditor,0,0,Exchange,0
~0.14.06,~0.14.6,0,0,0,0,NULL,0
.sb-disbale-close,.sb-disable-close,0,0,Exchange,0
the,do,1501908.0,312915.0,Standard,0
generted,generated,0,67.0,Deletion,0
subproperty,property,0,1698.0,MORPH,0
subproperties,properties,0,162.0,MORPH,0
subproperties,properties,0,162.0,MORPH,0
Succesfully,Successfully,0,194.0,Deletion,0
pasargssed,passed,0,2631.0,Standard,0
hros_sensing_camera,hros_sensing_camera_msgs,0,0,MORPH,0
mara_mpl,mara_mlp,0,0,Exchange,0
Cubic_Bezier,Cubic_Bezier_Points,0,0,MORPH,0
Cubic_Bezier,Cubic_Bezier_Points,0,0,MORPH,0
[omission],(,0,0,Omission,0
:,;,0,0,Substitution,0
used,use,17551.0,17536.0,Insertion,0
difference,different,4066.0,10686.0,Standard,0
[omission],compiler,0,7.0,Omission,0
/examples/Microbit/README.md,/examples/MicroBit/README.md,0,0,Caps Error,0
[omission],not,0,276673.0,Omission,0
[omission],not,0,276673.0,Omission,0
projects,project,285.0,1907.0,Insertion,0
he,the,389497.0,1501908.0,Deletion,0
nenesis,nemesis,0,45.0,Substitution,0
these,this,46104.0,406915.0,Standard,0
nenesis,nemesis,0,45.0,Substitution,0
these,this,46104.0,406915.0,Standard,0
2ice_nine,ice_nine,0,0,Insertion,0
optins,options,0,715.0,Deletion,0
Tommorrow,Tomorrow,0,17134.0,Insertion,0
'Schliessen,'Schließen,0,0,Standard,0
embbeded,embedded,0,88.0,Standard,0
legimitate,legitimate,0,384.0,Exchange,0
aysnc,async,0,0,Exchange,0
alreadt,already,0,16246.0,Substitution,0
activit/activiti-single-image,activiti/activiti-single-image,0,0,Deletion,0
LL,ALL,224097.0,263255.0,Deletion,0
LL,ALL,224097.0,263255.0,Deletion,0
your,the,328715.0,1501908.0,Standard,0
_includes,includes,0,269.0,Insertion,0
t.ok,t.true,0,0,Standard,0
Liquid,Nunjucks,395.0,0,Standard,0
Comapre,Compare,0,426.0,Exchange,0
set.add,tagSet.add,0,0,Standard,0
examples/animation.rs,examples/nineslice.rs,0,0,Standard,0
it,its,963712.0,8757.0,Deletion,0
it,its,963712.0,8757.0,Deletion,0
it,its,963712.0,8757.0,Deletion,0
and,an,682780.0,95071.0,Insertion,0
scenaqrio,scenario,0,319.0,Insertion,0
scenaqrio,scenario,0,319.0,Insertion,0
scenaqrio,scenario,0,319.0,Insertion,0
],),0,0,Substitution,0
Lenght,Length,0,358.0,Exchange,0
Lenght,Length,0,358.0,Exchange,0
Lenght,Length,0,358.0,Exchange,0
Lenght,Length,0,358.0,Exchange,0
Lenght,Length,0,358.0,Exchange,0
Lenght,Length,0,358.0,Exchange,0
My_VFS1,My_VFS,0,0,Insertion,0
fot,for,6.0,351650.0,Substitution,0
Thes,These,0,46104.0,Deletion,0
ACR,ADR,0,0,Substitution,0
ss,hs,124.0,3.0,Substitution,0
BMP085,Fingerprint,0,163.0,Standard,0
BMP085,Fingerprint,0,163.0,Standard,0
optical,Optical,56.0,56.0,Caps Error,0
weaterstation,weatherstation,0,0,Deletion,0
it,is,963712.0,459663.0,Substitution,0
GoCardlesss,GoCardless,0,0,Insertion,0
coresponding,corresponding,0,29.0,Deletion,0
Wuaal,Wuala,0,0,Exchange,0
Require,Required,542.0,547.0,Deletion,0
abasolute,absolute,0,577.0,Insertion,0
heades,headers,0,9.0,Deletion,0
[omission],RangeControl,0,0,Omission,0
wether,whether,7.0,3424.0,Deletion,0
slice,remove,435.0,1084.0,Standard,0
slice,remove,435.0,1084.0,Standard,0
flow,flows,701.0,142.0,Deletion,0
throw,thrown,6570.0,1047.0,Deletion,0
and,an,682780.0,95071.0,Insertion,0
eg,e.g,0,0,Deletion,0
eligable,eligible,0,169.0,Substitution,0
easy,easily,13551.0,1151.0,Standard,0
simplies,simplifies,0,4.0,Standard,0
the,Activiti,1501908.0,0,Standard,0
convienent,convenient,0,436.0,Exchange,0
process,processes,1427.0,55.0,Compound,0
receiveing,receiving,0,392.0,Insertion,0
data.resposne,data.response,0,0,Exchange,0
runnign,running,0,8054.0,Exchange,0
api.redis.subsciptionHandlers,api.redis.subscriptionHandlers,0,0,Deletion,0
api.redis.subsciptionHandlers,api.redis.subscriptionHandlers,0,0,Deletion,0
subsciptionHandlers,subscriptionHandlers,0,0,Deletion,0
disonnect,disconnect,0,94.0,Deletion,0
distribued,distributed,0,67.0,Deletion,0
scheduluing,scheduling,0,64.0,Insertion,0
enviornment,environment,0,652.0,Exchange,0
notifiy,notify,0,367.0,Insertion,0
imposable,impossible,0,3015.0,Standard,0
loose,lose,2131.0,8382.0,Insertion,0
loose,lose,2131.0,8382.0,Insertion,0
inputs,outputs,2.0,0,Standard,0
lorawan_device.py,lora_device.py,0,0,Standard,0
HallowWing,HalloWing,0,0,Insertion,0
am,an,56438.0,95071.0,Substitution,0
agains,against,0,10288.0,Deletion,0
true,false,12921.0,0,Standard,0
stream.Transform,`,0,0,Standard,0
receive,receives,992.0,79.0,Deletion,0
send,sent,9169.0,7038.0,Substitution,0
part,of,13337.0,590439.0,Standard,0
[omission],is,0,459663.0,Omission,0
[omission],reads,0,445.0,Omission,0
a,an,1041179.0,95071.0,Deletion,0
Optionnal,Optional,0,58.0,Insertion,0
return,returns,4676.0,447.0,Deletion,0
propety,property,0,1698.0,Deletion,0
preferecences,preferences,0,21.0,Standard,0
unfilered,unfiltered,0,8.0,Deletion,0
Inititate,Initiate,0,170.0,Insertion,0
recults,results,0,1158.0,Substitution,0
intrval,interval,0,45.0,Deletion,0
represeting,representing,0,233.0,Deletion,0
.types.types.map,.types.map,0,0,MORPH,0
[omission],testing,0,771.0,Omission,0
desciption,description,0,645.0,Deletion,0
.compress,.decompress,0,0,Standard,0
fomate,format,0,54.0,Standard,0
pipleine.phases,pipeline.phases,0,0,Exchange,0
[omission],'',0,0,Omission,0
[omission],'',0,0,Omission,0
sendCount,limit,0,664.0,Standard,0
ot,to,126.0,1156570.0,Exchange,0
other,order,37505.0,7985.0,Standard,0
dateIncrments,dateIncrements,0,0,Deletion,0
>,<,0,0,Substitution,0
my,may,344899.0,26080.0,Deletion,0
an,a,95071.0,1041179.0,Insertion,0
existance,existence,0,596.0,Substitution,0
non,non-existent,191.0,0,MORPH,0
the,a,1501908.0,1041179.0,Standard,0
this.caledarName,this.calendarName,0,0,Deletion,0
